Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3018626,2015-12-21 13:59:32,2015-12-16 13:58:41,6177291,938948232,6177291,152,317,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018626/SRR3018626.1,SRX1485519,14UHKPC67INITIAL-PE-IL54-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208764,SAMN04330213,simple,573,Klebsiella pneumoniae,UHKPC67INITIAL _Rep_1,,,,,,,no,,,,,JCVI,SRA320178,,public,E887456CB022F9D166961528071051BC,BB4AE73C5243A6B9DE035D08C16F310D
SRR3018628,2015-12-21 13:58:25,2015-12-16 13:57:23,4605320,700008640,4605320,152,227,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018628/SRR3018628.1,SRX1485525,46UHKPC67INITIALB-PE-IL27-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208765,SAMN04330214,simple,573,Klebsiella pneumoniae,UHKPC67INITIAL _Rep_2,,,,,,,no,,,,,JCVI,SRA320179,,public,806F6A343B7625068A7EA6D651F55835,8B987EB1CC086F38CC66C885E7F81D17
SRR3018718,2015-12-21 14:00:40,2015-12-16 13:59:03,6815937,1036022424,6815937,152,350,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018718/SRR3018718.1,SRX1485538,15UHKPC67SERUM-PE-IL47-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208789,SAMN04330215,simple,573,Klebsiella pneumoniae,UHKPC67SERUM _Rep_1,,,,,,,no,,,,,JCVI,SRA320180,,public,48833B39A6CF9F415D60455E98BBD011,A4DFE44BD919D9A9B808FAC59B11F235
SRR3018784,2015-12-21 14:02:00,2015-12-16 14:00:27,5757179,875091208,5757179,152,281,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018784/SRR3018784.1,SRX1485574,47UHKPC67SERUMB-PE-IL21-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208793,SAMN04330216,simple,573,Klebsiella pneumoniae,UHKPC67SERUM _Rep_2,,,,,,,no,,,,,JCVI,SRA320182,,public,76D599CD6B0E785B6A5C1C907EC63118,5E679CF7D85B80FABF736BE8B37C6531
SRR3018807,2015-12-21 14:03:54,2015-12-16 14:01:05,5424088,824461376,5424088,152,276,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018807/SRR3018807.1,SRX1485575,16UHKPC67SERUMIMP-PE-IL77-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208792,SAMN04330217,simple,573,Klebsiella pneumoniae,UHKPC67SERUMIMP _Rep_1,,,,,,,no,,,,,JCVI,SRA320183,,public,ED03352725DC5BE1EE9B889E88308994,82449359FB64F3A76B6E5B02E64821BE
SRR3018809,2015-12-21 14:01:47,2015-12-16 14:00:28,5516008,838433216,5516008,152,272,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018809/SRR3018809.1,SRX1485576,48UHKPC67SERUMIMIB-PE-IL60-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208797,SAMN04330218,simple,573,Klebsiella pneumoniae,UHKPC67SERUMIMP _Rep_2,,,,,,,no,,,,,JCVI,SRA320185,,public,98ABB74DE938A27F9E903EA42D4B4DD3,CA077FE178B7B21F2CB34F43CCA8A013
SRR3018810,2015-12-21 14:03:54,2015-12-16 14:01:07,5462903,830361256,5462903,152,276,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018810/SRR3018810.1,SRX1485578,1UHKPC7CONTROL-PE-IL1-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208799,SAMN04330219,simple,573,Klebsiella pneumoniae,UHKPC7CONTROL _Rep_1,,,,,,,no,,,,,JCVI,SRA320186,,public,D81CD8CBB6E60B5AFB9D7DE918295517,2737A6F79DBA29606C99778FC8349646
SRR3018812,2015-12-21 14:01:46,2015-12-16 14:00:57,5501095,836166440,5501095,152,282,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018812/SRR3018812.1,SRX1485580,33UHKPC7CONTROLB-PE-IL65-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208800,SAMN04330220,simple,573,Klebsiella pneumoniae,UHKPC7CONTROL _Rep_2,,,,,,,no,,,,,JCVI,SRA320187,,public,921469D51EE75F3F4116A6BB4BF76E64,E5E4A2E77459DF54B97105B8C93A8AFE
SRR3018815,2015-12-21 14:01:32,2015-12-16 14:00:48,5423644,824393888,5423644,152,279,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018815/SRR3018815.1,SRX1485583,2UHKPC7INITIAL-PE-IL2-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208804,SAMN04330221,simple,573,Klebsiella pneumoniae,UHKPC7INITIAL _Rep_1,,,,,,,no,,,,,JCVI,SRA320188,,public,23371751ED7E2F88AEB1C926FAC27945,D2AA1952398152452BB0A7A16D03A32A
SRR3018817,2015-12-21 14:03:55,2015-12-16 14:02:09,5247033,797549016,5247033,152,269,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018817/SRR3018817.1,SRX1485585,34UHKPC7INITIALB-PE-IL23-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208806,SAMN04330222,simple,573,Klebsiella pneumoniae,UHKPC7INITIAL _Rep_2,,,,,,,no,,,,,JCVI,SRA320189,,public,D6D3105327C42EAA634E25664263CB4F,7021CACD7D4848691A00C569DC55E20D
SRR3018818,2015-12-21 14:04:48,2015-12-16 14:03:22,5594637,850384824,5594637,152,286,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018818/SRR3018818.1,SRX1485586,35UHKPC7SERUMB-PE-IL98-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208805,SAMN04330223,simple,573,Klebsiella pneumoniae,UHKPC7SERUM _Rep_1,,,,,,,no,,,,,JCVI,SRA320190,,public,5CF8DDF7D861C17FD33596D2583D0D9F,DFF776075BB40323FDE996314068D961
SRR3018823,2015-12-21 14:05:46,2015-12-16 14:04:19,6623335,1006746920,6623335,152,346,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018823/SRR3018823.1,SRX1485590,4UHKPC7SERUMIMP-PE-IL3-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208810,SAMN04330224,simple,573,Klebsiella pneumoniae,UHKPC7SERUMIMP _Rep_1,,,,,,,no,,,,,JCVI,SRA320191,,public,9DC0C0EBC5BF26F21B0862D5F9DC299E,51F8B2BD3B071F03BC6418C11A1C08AC
SRR3018824,2015-12-21 14:09:25,2015-12-16 14:08:09,6138032,932980864,6138032,152,313,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3018824/SRR3018824.1,SRX1485591,36UHKPC7SERUMINIB-PE-IL99-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208809,SAMN04330225,simple,573,Klebsiella pneumoniae,UHKPC7SERUMIMP _Rep_2,,,,,,,no,,,,,JCVI,SRA320192,,public,67C3FF9A688911E84BFACD1F28C13161,973FA0CEBCA7A3AF22B3DAEB246FB2B4
SRR3017258,2015-12-21 11:46:51,2015-12-16 11:45:47,4835349,734973048,4835349,152,276,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017258/SRR3017258.1,SRX1485110,500A1420CONTA-PE-IL26-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208480,SAMN04330143,simple,573,Klebsiella pneumoniae,5001420-CONTROL _Rep_1,,,,,,,no,,,,,JCVI,SRA320055,,public,3DC3FE95706B1EC11B04126D342F72E8,B00AB68BF40C9BCE2DD45AD2154A0D4E
SRR3017259,2015-12-21 11:48:38,2015-12-16 11:47:48,4115682,625583664,4115682,152,235,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017259/SRR3017259.1,SRX1485115,500A1420CONTB-PE-IL54-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208478,SAMN04330144,simple,573,Klebsiella pneumoniae,5001420-CONTROL _Rep_2,,,,,,,no,,,,,JCVI,SRA320056,,public,68847D6E0FA60E024E4CF95266BBDFB1,A6989499CC65982CF288B54348322D97
SRR3017306,2015-12-21 11:48:38,2015-12-16 11:47:17,5558816,844940032,5558816,152,318,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017306/SRR3017306.1,SRX1485119,500A1420ACONTC-PE-IL100-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208482,SAMN04330145,simple,573,Klebsiella pneumoniae,5001420-CONTROL _Rep_3,,,,,,,no,,,,,JCVI,SRA320057,,public,A80A5CF26B20DF121BC424C6D00F5205,A646933C4B55466DF6E375AC984D6BDB
SRR2147282,2016-03-04 12:56:16,2015-08-06 11:51:45,54328864,2716443200,0,50,1681,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147282/SRR2147282.1,SRX1134859,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027447,SAMN03979686,simple,573,Klebsiella pneumoniae,GSM1844618,,,,,,,no,,,,,GEO,SRA282403,,public,EFCDCD49EF11C3EE54BAAAD1008638CA,96EC5F1B9AD5A11DABF1403864ABF4EE
SRR2147283,2016-03-04 12:56:16,2015-08-06 11:48:03,55389459,2769472950,0,50,1699,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147283/SRR2147283.1,SRX1134860,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027446,SAMN03979687,simple,573,Klebsiella pneumoniae,GSM1844619,,,,,,,no,,,,,GEO,SRA282403,,public,05320536CCAE19CA38B89F08A041895F,72459C913AD21C31150F13C78DA848D8
SRR2147284,2016-03-04 12:56:16,2015-08-06 11:45:38,61392964,3069648200,0,50,1871,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147284/SRR2147284.1,SRX1134861,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027445,SAMN03979688,simple,573,Klebsiella pneumoniae,GSM1844620,,,,,,,no,,,,,GEO,SRA282403,,public,75D5315B7A5D64600029634336DECFB9,B9E7EB1E189DFFF258567EE69908BFEB
SRR2147285,2016-03-04 12:56:16,2015-08-06 11:36:56,36703936,1835196800,0,50,1160,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147285/SRR2147285.1,SRX1134862,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027444,SAMN03979689,simple,573,Klebsiella pneumoniae,GSM1844621,,,,,,,no,,,,,GEO,SRA282403,,public,4ED3C7C7CA384B7B56F99125995195D6,46F667AB28BDD84E5C6E6C5D6822501A
SRR2147286,2016-03-04 12:56:16,2015-08-06 11:37:00,33373208,1668660400,0,50,1088,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147286/SRR2147286.1,SRX1134863,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027443,SAMN03979690,simple,573,Klebsiella pneumoniae,GSM1844622,,,,,,,no,,,,,GEO,SRA282403,,public,129FA5190A05F7BD198A0BE6444DB4C9,4D9AB411EAD1C55C1B71DDC4A0569AD9
SRR2147287,2016-03-04 12:56:16,2015-08-06 11:40:21,34343033,1717151650,0,50,1085,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147287/SRR2147287.1,SRX1134864,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027442,SAMN03979691,simple,573,Klebsiella pneumoniae,GSM1844623,,,,,,,no,,,,,GEO,SRA282403,,public,D20785344E4117FAC59D059F5349E91F,E3A4A7CFD70EBA25B6A8F7DB03E98736
SRR2147288,2016-03-04 12:56:16,2015-08-06 11:37:03,33484732,1674236600,0,50,1066,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147288/SRR2147288.1,SRX1134865,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027441,SAMN03978992,simple,573,Klebsiella pneumoniae,GSM1844624,,,,,,,no,,,,,GEO,SRA282403,,public,BE524082D7789AF625A9FC306D2E3AE8,166A79E4373A6BA0F6B798F66AB5A17B
SRR2147289,2016-03-04 12:56:16,2015-08-06 11:37:53,34576184,1728809200,0,50,1093,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147289/SRR2147289.1,SRX1134866,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027440,SAMN03978993,simple,573,Klebsiella pneumoniae,GSM1844625,,,,,,,no,,,,,GEO,SRA282403,,public,394ACED4CE4872380F824A39E8D43282,E903E1FA16EDBCDDE89CF84EB12C4466
SRR2147290,2016-03-04 12:56:16,2015-08-06 11:37:09,30909925,1545496250,0,50,978,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147290/SRR2147290.1,SRX1134867,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027439,SAMN03978994,simple,573,Klebsiella pneumoniae,GSM1844626,,,,,,,no,,,,,GEO,SRA282403,,public,5B72FC3AB971B86B88BF4AE8694ADA15,F7EF0D9DEDEC0924B2A7A4138B8B1771
SRR2147291,2016-03-04 12:56:16,2015-08-06 11:36:38,31526290,1576314500,0,50,1006,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147291/SRR2147291.1,SRX1134868,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027438,SAMN03978995,simple,573,Klebsiella pneumoniae,GSM1844627,,,,,,,no,,,,,GEO,SRA282403,,public,540D24E6CE79D81B7992DDEFF7DACAF8,AA3AD514F5260CF0CD773874A931C0CD
SRR2147292,2016-03-04 12:56:16,2015-08-06 11:37:36,34080445,1704022250,0,50,1088,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147292/SRR2147292.1,SRX1134869,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027437,SAMN03978996,simple,573,Klebsiella pneumoniae,GSM1844628,,,,,,,no,,,,,GEO,SRA282403,,public,3C9BF9D4F14E0B87E028991884FEC138,E10BECC98E867B05B129307401ADB10B
SRR2147293,2016-03-04 12:56:16,2015-08-06 11:37:12,41824856,2091242800,0,50,1335,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147293/SRR2147293.1,SRX1134870,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027436,SAMN03978997,simple,573,Klebsiella pneumoniae,GSM1844629,,,,,,,no,,,,,GEO,SRA282403,,public,0ED82C8F75E7142A5AFFB5394899540D,C29C647728F332CB7247C2BF1D190BAB
SRR2147294,2016-03-04 12:56:16,2015-08-06 11:37:13,39259571,1962978550,0,50,1274,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147294/SRR2147294.1,SRX1134871,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027435,SAMN03978998,simple,573,Klebsiella pneumoniae,GSM1844630,,,,,,,no,,,,,GEO,SRA282403,,public,A6DAAFDC8165E2E51EA57659C8DBF288,157D7F171421663F31F501F00F5070C6
SRR2147295,2016-03-04 12:56:16,2015-08-06 11:36:21,35020507,1751025350,0,50,1113,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147295/SRR2147295.1,SRX1134872,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027434,SAMN03978999,simple,573,Klebsiella pneumoniae,GSM1844631,,,,,,,no,,,,,GEO,SRA282403,,public,F569E7EF4D9BA8485D614AD24A4ED2FA,7ED0DBAD7553F1E90AC0094A79174F13
SRR2147296,2016-03-04 12:56:16,2015-08-06 11:38:48,36740241,1837012050,0,50,1171,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2147296/SRR2147296.1,SRX1134873,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062108,PRJNA292085,2,292085,SRS1027433,SAMN03979000,simple,573,Klebsiella pneumoniae,GSM1844632,,,,,,,no,,,,,GEO,SRA282403,,public,5122EDCAC6B3FDF5525C11755183EF0B,3C72FC32F469E945C670EF3A93D86CB6
SRR2102541,2015-07-14 14:41:11,2015-08-25 15:09:47,8403830,1142920880,8403830,136,556,ASM1630v1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2102541/SRR2102541.1,SRX1097135,Roby Bhattacharyya_RB039_TMP_SMX_60m,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,247,77.4438,ILLUMINA,Illumina HiSeq 2000,SRP061161,PRJNA242058,,242058,SRS992417,SAMN02691372,simple,573,Klebsiella pneumoniae,KpR1_TMP_SMX_60m,,,,,,,no,,,,,BI,SRA277954,,public,85D0415595C3C0B63EDA112687C4C306,0E9851392E40389BF12BF14AA470DEB8
SRR2098670,2015-07-13 19:09:16,2015-08-25 15:42:42,7791004,1059576544,7791004,136,526,ASM1630v1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2098670/SRR2098670.1,SRX1093621,Roby Bhattacharyya_RB012_none_30m,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,249,82.1852,ILLUMINA,Illumina HiSeq 2000,SRP060813,PRJNA242053,,242053,SRS989098,SAMN02691367,simple,573,Klebsiella pneumoniae,KpR2_none_30m,,,,,,,no,,,,,BI,SRA277090,,public,0EEAC2EA41623E695454CC13189A5F9C,5AFD70D9025AEC773CC70D88D59382C4
SRR2102990,2015-07-15 06:47:07,2015-08-25 14:35:20,10119329,1376228744,10119329,136,712,ASM1630v1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2102990/SRR2102990.1,SRX1093621,Roby Bhattacharyya_RB012_none_30m,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,249,82.1852,ILLUMINA,Illumina HiSeq 2000,SRP060813,PRJNA242053,,242053,SRS989098,SAMN02691367,simple,573,Klebsiella pneumoniae,KpR2_none_30m,,,,,,,no,,,,,BI,SRA277090,,public,B001B9DF86F4D498A9A4B148CEE828D0,86D2709171F04520FCA54CAB94AE887C
SRR2102544,2015-07-14 14:42:08,2015-08-25 15:09:51,7364642,1001591312,7364642,136,442,ASM1630v1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2102544/SRR2102544.1,SRX1097139,Roby Bhattacharyya_RB257_none_60m,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,240,85.8642,ILLUMINA,Illumina HiSeq 2000,SRP060757,PRJNA242061,,242061,SRS988478,SAMN02691375,simple,573,Klebsiella pneumoniae,KpR2_none_60m,,,,,,,no,,,,,BI,SRA276968,,public,16037E961A42D32DB1460D7D8F11447A,7DA99D6A4A46CBBA5A74F57416BF8464
SRR2102910,2015-07-15 01:38:06,2015-08-25 15:11:44,14752197,2006298792,14752197,136,1027,ASM1630v1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2102910/SRR2102910.1,SRX1092860,Roby Bhattacharyya_RB121_none_30m,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,240,84.6055,ILLUMINA,Illumina HiSeq 2000,SRP060742,PRJNA242047,,242047,SRS988354,SAMN02691361,simple,573,Klebsiella pneumoniae,KpS1_none_30m,,,,,,,no,,,,,BI,SRA276922,,public,C9864CEC8377882EF7AE7AE8F7008168,51FB7242EFF91438081F3B15BBA4395B
SRR2097775,2015-07-13 13:06:07,2015-08-25 15:42:13,5438940,739695840,5438940,136,344,ASM1630v1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2097775/SRR2097775.1,SRX1092860,Roby Bhattacharyya_RB121_none_30m,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,240,84.6055,ILLUMINA,Illumina HiSeq 2000,SRP060742,PRJNA242047,,242047,SRS988354,SAMN02691361,simple,573,Klebsiella pneumoniae,KpS1_none_30m,,,,,,,no,,,,,BI,SRA276922,,public,D947560FF0105B0E2CB1A05BE2A16780,D64A3AB059D00E6040BEDF06F8F3C04F
ERR363528,2013-11-12 11:35:36,2013-11-06 06:18:55,17056335,2558450250,17056335,150,1509,GCF_000019565.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/ERR363528/ERR363528.1,ERX336297,4456440,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP001208,PRJEB2876,,226655,ERS093720,SAMEA1969740,simple,573,Klebsiella pneumoniae,SAMEA1969740,,,,,,,no,,,,,SC,ERA262781,,public,476BE44578B15C78CDE9A0140CE6B85B,9694A7EE6D0941AA843323550374C2C5
ERR363523,2013-11-12 11:35:36,2013-11-06 06:12:24,11050353,1657552950,11050353,150,997,GCF_000019565.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/ERR363523/ERR363523.1,ERX336292,4456435,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP001208,PRJEB2876,,226655,ERS093715,SAMEA1984534,simple,573,Klebsiella pneumoniae,SAMEA1984534,,,,,,,no,,,,,SC,ERA262781,,public,6F2122F25BCE9209795221E5470D48B4,73741577ECBB6EFF5FE4598F5B33BC90
ERR363526,2013-11-12 11:35:36,2013-11-06 06:19:24,16771194,2515679100,16771194,150,1498,GCF_000019565.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/ERR363526/ERR363526.1,ERX336295,4456438,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP001208,PRJEB2876,,226655,ERS093718,SAMEA1984535,simple,573,Klebsiella pneumoniae,SAMEA1984535,,,,,,,no,,,,,SC,ERA262781,,public,9711EA17DD7FD648A2769C23AC0A282A,31425D026C4CC1BB616976CFA116A4EE
ERR363524,2013-11-12 11:35:36,2013-11-06 06:08:40,4743895,711584250,4743895,150,425,GCF_000019565.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/ERR363524/ERR363524.1,ERX336293,4456436,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP001208,PRJEB2876,,226655,ERS093716,SAMEA1984609,simple,573,Klebsiella pneumoniae,SAMEA1984609,,,,,,,no,,,,,SC,ERA262781,,public,0AC3C3059574E6D8443B94512E3475B7,88813D4995CE406B238CF3A7D9CF3951
ERR363527,2013-11-12 11:35:36,2013-11-06 06:19:48,18141355,2721203250,18141355,150,1643,GCF_000019565.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/ERR363527/ERR363527.1,ERX336296,4456439,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP001208,PRJEB2876,,226655,ERS093719,SAMEA1984610,simple,573,Klebsiella pneumoniae,SAMEA1984610,,,,,,,no,,,,,SC,ERA262781,,public,70FBF08FF7DF4FAC1EDA6E20773BAA64,978AB4488D6502FB4A38DA955AB70860
